sample_id,split,camera_light_pair,low_clip_fraction,high_clip_fraction,total_clip_fraction,per_channel_clip_fraction
train_001882,train,Canon 50D / D65,nan,nan,nan,
train_001883,train,Canon 300D / D65,nan,nan,nan,
train_001884,train,Pentax K-5 / D65,nan,nan,nan,
train_001885,train,Canon 20D / FL2,nan,nan,nan,
train_001886,train,Nokia N900 / FL2,nan,nan,nan,
train_001887,train,Canon 300D / A,nan,nan,nan,
train_001888,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_001889,train,Pentax Q / D65,nan,nan,nan,
train_001890,train,Nikon D5100 / D65,nan,nan,nan,
train_001891,train,Nikon D40 / FL2,nan,nan,nan,
train_001892,train,Pentax Q / A,nan,nan,nan,
train_001893,train,Nikon D50 / FL2,nan,nan,nan,
train_001894,train,Nikon D3X / A,nan,nan,nan,
train_001895,train,Nikon D5100 / FL2,nan,nan,nan,
train_001896,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_001897,train,Hasselblad H2 / D65,nan,nan,nan,
train_001898,train,Nikon D50 / D65,nan,nan,nan,
train_001899,train,Nikon D40 / D65,nan,nan,nan,
train_001900,train,Canon 5DMarkII / A,nan,nan,nan,
train_001901,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_001902,train,Nikon D200 / A,nan,nan,nan,
train_001903,train,Phase One / A,nan,nan,nan,
train_001904,train,Nikon D300s / D65,nan,nan,nan,
train_001905,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_001906,train,Pentax K-5 / A,nan,nan,nan,
train_001907,train,Nikon D5100 / A,nan,nan,nan,
train_001908,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_001909,train,Canon 50D / FL2,nan,nan,nan,
train_001910,train,Phase One / D65,nan,nan,nan,
train_001911,train,Nikon D3X / D65,nan,nan,nan,
train_001912,train,Nikon D50 / A,nan,nan,nan,
train_001913,train,Canon 500D / FL2,nan,nan,nan,
train_001914,train,Canon 500D / D65,nan,nan,nan,
train_001915,train,Nikon D80 / D65,nan,nan,nan,
train_001916,train,Canon 40D / FL2,nan,nan,nan,
train_001917,train,Canon 60D / D65,nan,nan,nan,
train_001918,train,Nikon D80 / FL2,nan,nan,nan,
train_001919,train,Canon 20D / D65,nan,nan,nan,
train_001920,train,Nikon D3X / FL2,nan,nan,nan,
train_001921,train,Hasselblad H2 / A,nan,nan,nan,
train_001922,train,Canon 60D / A,nan,nan,nan,
train_001923,train,Canon 300D / FL2,nan,nan,nan,
train_001924,train,Pentax Q / FL2,nan,nan,nan,
train_001925,train,Nikon D40 / A,nan,nan,nan,
train_001926,train,Canon 20D / A,nan,nan,nan,
train_001927,train,Canon 1DMarkIII / A,nan,nan,nan,
train_001928,train,Nikon D200 / FL2,nan,nan,nan,
train_001929,train,Canon 40D / A,nan,nan,nan,
train_001930,train,Nikon D3 / A,nan,nan,nan,
train_001931,train,Nokia N900 / D65,nan,nan,nan,
train_001932,train,Nikon D90 / FL2,nan,nan,nan,
train_001933,train,Nikon D80 / A,nan,nan,nan,
train_001934,train,SONY NEX-5N / A,nan,nan,nan,
train_001935,train,Nikon D300s / A,nan,nan,nan,
train_001936,train,Hasselblad H2 / FL2,nan,nan,nan,
train_001937,train,Pentax K-5 / FL2,nan,nan,nan,
train_001938,train,Nikon D90 / D65,nan,nan,nan,
train_001939,train,Nikon D300s / FL2,nan,nan,nan,
train_001940,train,Nokia N900 / A,nan,nan,nan,
train_001941,train,Canon 5DMarkII / D65,nan,nan,nan,
train_001942,train,SONY NEX-5N / D65,nan,nan,nan,
train_001943,train,SONY NEX-5N / FL2,nan,nan,nan,
train_001944,train,Canon 60D / FL2,nan,nan,nan,
train_001945,train,Canon 40D / D65,nan,nan,nan,
train_001946,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_001947,train,Canon 50D / A,nan,nan,nan,
train_001948,train,Nikon D3 / FL2,nan,nan,nan,
train_001949,train,Nikon D200 / D65,nan,nan,nan,
train_001950,train,Canon 500D / A,nan,nan,nan,
train_001951,train,Phase One / FL2,nan,nan,nan,
train_001952,train,Nikon D90 / A,nan,nan,nan,
train_001953,train,Nikon D3 / D65,nan,nan,nan,
train_001954,train,Canon 50D / D65,nan,nan,nan,
train_001955,train,Canon 300D / D65,nan,nan,nan,
train_001956,train,Pentax K-5 / D65,nan,nan,nan,
train_001957,train,Canon 20D / FL2,nan,nan,nan,
train_001958,train,Nokia N900 / FL2,nan,nan,nan,
train_001959,train,Canon 300D / A,nan,nan,nan,
train_001960,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_001961,train,Pentax Q / D65,nan,nan,nan,
train_001962,train,Nikon D5100 / D65,nan,nan,nan,
train_001963,train,Nikon D40 / FL2,nan,nan,nan,
train_001964,train,Pentax Q / A,nan,nan,nan,
train_001965,train,Nikon D50 / FL2,nan,nan,nan,
train_001966,train,Nikon D3X / A,nan,nan,nan,
train_001967,train,Nikon D5100 / FL2,nan,nan,nan,
train_001968,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_001969,train,Hasselblad H2 / D65,nan,nan,nan,
train_001970,train,Nikon D50 / D65,nan,nan,nan,
train_001971,train,Nikon D40 / D65,nan,nan,nan,
train_001972,train,Canon 5DMarkII / A,nan,nan,nan,
train_001973,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_001974,train,Nikon D200 / A,nan,nan,nan,
train_001975,train,Phase One / A,nan,nan,nan,
train_001976,train,Nikon D300s / D65,nan,nan,nan,
train_001977,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_001978,train,Pentax K-5 / A,nan,nan,nan,
train_001979,train,Nikon D5100 / A,nan,nan,nan,
train_001980,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_001981,train,Canon 50D / FL2,nan,nan,nan,
train_001982,train,Phase One / D65,nan,nan,nan,
train_001983,train,Nikon D3X / D65,nan,nan,nan,
train_001984,train,Nikon D50 / A,nan,nan,nan,
train_001985,train,Canon 500D / FL2,nan,nan,nan,
train_001986,train,Canon 500D / D65,nan,nan,nan,
train_001987,train,Nikon D80 / D65,nan,nan,nan,
train_001988,train,Canon 40D / FL2,nan,nan,nan,
train_001989,train,Canon 60D / D65,nan,nan,nan,
train_001990,train,Nikon D80 / FL2,nan,nan,nan,
train_001991,train,Canon 20D / D65,nan,nan,nan,
train_001992,train,Nikon D3X / FL2,nan,nan,nan,
train_001993,train,Hasselblad H2 / A,nan,nan,nan,
train_001994,train,Canon 60D / A,nan,nan,nan,
train_001995,train,Canon 300D / FL2,nan,nan,nan,
train_001996,train,Pentax Q / FL2,nan,nan,nan,
train_001997,train,Nikon D40 / A,nan,nan,nan,
train_001998,train,Canon 20D / A,nan,nan,nan,
train_001999,train,Canon 1DMarkIII / A,nan,nan,nan,
train_002000,train,Nikon D200 / FL2,nan,nan,nan,
train_002001,train,Canon 40D / A,nan,nan,nan,
train_002002,train,Nikon D3 / A,nan,nan,nan,
train_002003,train,Nokia N900 / D65,nan,nan,nan,
train_002004,train,Nikon D90 / FL2,nan,nan,nan,
train_002005,train,Nikon D80 / A,nan,nan,nan,
train_002006,train,SONY NEX-5N / A,nan,nan,nan,
train_002007,train,Nikon D300s / A,nan,nan,nan,
train_002008,train,Hasselblad H2 / FL2,nan,nan,nan,
train_002009,train,Pentax K-5 / FL2,nan,nan,nan,
train_002010,train,Nikon D90 / D65,nan,nan,nan,
train_002011,train,Nikon D300s / FL2,nan,nan,nan,
train_002012,train,Nokia N900 / A,nan,nan,nan,
train_002013,train,Canon 5DMarkII / D65,nan,nan,nan,
train_002014,train,SONY NEX-5N / D65,nan,nan,nan,
train_002015,train,SONY NEX-5N / FL2,nan,nan,nan,
train_002016,train,Canon 60D / FL2,nan,nan,nan,
train_002017,train,Canon 40D / D65,nan,nan,nan,
train_002018,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_002019,train,Canon 50D / A,nan,nan,nan,
train_002020,train,Nikon D3 / FL2,nan,nan,nan,
train_002021,train,Nikon D200 / D65,nan,nan,nan,
train_002022,train,Canon 500D / A,nan,nan,nan,
train_002023,train,Phase One / FL2,nan,nan,nan,
train_002024,train,Nikon D90 / A,nan,nan,nan,
train_002025,train,Nikon D3 / D65,nan,nan,nan,
train_002026,train,Canon 50D / D65,nan,nan,nan,
train_002027,train,Canon 300D / D65,nan,nan,nan,
train_002028,train,Pentax K-5 / D65,nan,nan,nan,
train_002029,train,Canon 20D / FL2,nan,nan,nan,
train_002030,train,Nokia N900 / FL2,nan,nan,nan,
train_002031,train,Canon 300D / A,nan,nan,nan,
train_002032,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_002033,train,Pentax Q / D65,nan,nan,nan,
train_002034,train,Nikon D5100 / D65,nan,nan,nan,
train_002035,train,Nikon D40 / FL2,nan,nan,nan,
train_002036,train,Pentax Q / A,nan,nan,nan,
train_002037,train,Nikon D50 / FL2,nan,nan,nan,
train_002038,train,Nikon D3X / A,nan,nan,nan,
train_002039,train,Nikon D5100 / FL2,nan,nan,nan,
train_002040,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_002041,train,Hasselblad H2 / D65,nan,nan,nan,
train_002042,train,Nikon D50 / D65,nan,nan,nan,
train_002043,train,Nikon D40 / D65,nan,nan,nan,
train_002044,train,Canon 5DMarkII / A,nan,nan,nan,
train_002045,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_002046,train,Nikon D200 / A,nan,nan,nan,
train_002047,train,Phase One / A,nan,nan,nan,
train_002048,train,Nikon D300s / D65,nan,nan,nan,
train_002049,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_002050,train,Pentax K-5 / A,nan,nan,nan,
train_002051,train,Nikon D5100 / A,nan,nan,nan,
train_002052,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_002053,train,Canon 50D / FL2,nan,nan,nan,
train_002054,train,Phase One / D65,nan,nan,nan,
train_002055,train,Nikon D3X / D65,nan,nan,nan,
train_002056,train,Nikon D50 / A,nan,nan,nan,
train_002057,train,Canon 500D / FL2,nan,nan,nan,
train_002058,train,Canon 500D / D65,nan,nan,nan,
train_002059,train,Nikon D80 / D65,nan,nan,nan,
train_002060,train,Canon 40D / FL2,nan,nan,nan,
train_002061,train,Canon 60D / D65,nan,nan,nan,
train_002062,train,Nikon D80 / FL2,nan,nan,nan,
train_002063,train,Canon 20D / D65,nan,nan,nan,
train_002064,train,Nikon D3X / FL2,nan,nan,nan,
train_002065,train,Hasselblad H2 / A,nan,nan,nan,
train_002066,train,Canon 60D / A,nan,nan,nan,
train_002067,train,Canon 300D / FL2,nan,nan,nan,
train_002068,train,Pentax Q / FL2,nan,nan,nan,
train_002069,train,Nikon D40 / A,nan,nan,nan,
train_002070,train,Canon 20D / A,nan,nan,nan,
train_002071,train,Canon 1DMarkIII / A,nan,nan,nan,
train_002072,train,Nikon D200 / FL2,nan,nan,nan,
train_002073,train,Canon 40D / A,nan,nan,nan,
train_002074,train,Nikon D3 / A,nan,nan,nan,
train_002075,train,Nokia N900 / D65,nan,nan,nan,
train_002076,train,Nikon D90 / FL2,nan,nan,nan,
train_002077,train,Nikon D80 / A,nan,nan,nan,
train_002078,train,SONY NEX-5N / A,nan,nan,nan,
train_002079,train,Nikon D300s / A,nan,nan,nan,
train_002080,train,Hasselblad H2 / FL2,nan,nan,nan,
train_002081,train,Pentax K-5 / FL2,nan,nan,nan,
train_002082,train,Nikon D90 / D65,nan,nan,nan,
train_002083,train,Nikon D300s / FL2,nan,nan,nan,
train_002084,train,Nokia N900 / A,nan,nan,nan,
train_002085,train,Canon 5DMarkII / D65,nan,nan,nan,
train_002086,train,SONY NEX-5N / D65,nan,nan,nan,
train_002087,train,SONY NEX-5N / FL2,nan,nan,nan,
train_002088,train,Canon 60D / FL2,nan,nan,nan,
train_002089,train,Canon 40D / D65,nan,nan,nan,
train_002090,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_002091,train,Canon 50D / A,nan,nan,nan,
train_002092,train,Nikon D3 / FL2,nan,nan,nan,
train_002093,train,Nikon D200 / D65,nan,nan,nan,
train_002094,train,Canon 500D / A,nan,nan,nan,
train_002095,train,Phase One / FL2,nan,nan,nan,
train_002096,train,Nikon D90 / A,nan,nan,nan,
train_002097,train,Nikon D3 / D65,nan,nan,nan,
train_002098,train,Canon 50D / D65,nan,nan,nan,
train_002099,train,Canon 300D / D65,nan,nan,nan,
train_002100,train,Pentax K-5 / D65,nan,nan,nan,
train_002101,train,Canon 20D / FL2,nan,nan,nan,
train_002102,train,Nokia N900 / FL2,nan,nan,nan,
train_002103,train,Canon 300D / A,nan,nan,nan,
train_002104,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_002105,train,Pentax Q / D65,nan,nan,nan,
train_002106,train,Nikon D5100 / D65,nan,nan,nan,
train_002107,train,Nikon D40 / FL2,nan,nan,nan,
train_002108,train,Pentax Q / A,nan,nan,nan,
train_002109,train,Nikon D50 / FL2,nan,nan,nan,
train_002110,train,Nikon D3X / A,nan,nan,nan,
train_002111,train,Nikon D5100 / FL2,nan,nan,nan,
train_002112,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_002113,train,Hasselblad H2 / D65,nan,nan,nan,
train_002114,train,Nikon D50 / D65,nan,nan,nan,
train_002115,train,Nikon D40 / D65,nan,nan,nan,
train_002116,train,Canon 5DMarkII / A,nan,nan,nan,
train_002117,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_002118,train,Nikon D200 / A,nan,nan,nan,
train_002119,train,Phase One / A,nan,nan,nan,
train_002120,train,Nikon D300s / D65,nan,nan,nan,
train_002121,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_002122,train,Pentax K-5 / A,nan,nan,nan,
train_002123,train,Nikon D5100 / A,nan,nan,nan,
train_002124,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_002125,train,Canon 50D / FL2,nan,nan,nan,
train_002126,train,Phase One / D65,nan,nan,nan,
train_002127,train,Nikon D3X / D65,nan,nan,nan,
train_002128,train,Nikon D50 / A,nan,nan,nan,
train_002129,train,Canon 500D / FL2,nan,nan,nan,
train_002130,train,Canon 500D / D65,nan,nan,nan,
train_002131,train,Nikon D80 / D65,nan,nan,nan,
train_002132,train,Canon 40D / FL2,nan,nan,nan,
train_002133,train,Canon 60D / D65,nan,nan,nan,
train_002134,train,Nikon D80 / FL2,nan,nan,nan,
train_002135,train,Canon 20D / D65,nan,nan,nan,
train_002136,train,Nikon D3X / FL2,nan,nan,nan,
train_002137,train,Hasselblad H2 / A,nan,nan,nan,
train_002138,train,Canon 60D / A,nan,nan,nan,
train_002139,train,Canon 300D / FL2,nan,nan,nan,
train_002140,train,Pentax Q / FL2,nan,nan,nan,
train_002141,train,Nikon D40 / A,nan,nan,nan,
train_002142,train,Canon 20D / A,nan,nan,nan,
train_002143,train,Canon 1DMarkIII / A,nan,nan,nan,
train_002144,train,Nikon D200 / FL2,nan,nan,nan,
train_002145,train,Canon 40D / A,nan,nan,nan,
train_002146,train,Nikon D3 / A,nan,nan,nan,
train_002147,train,Nokia N900 / D65,nan,nan,nan,
train_002148,train,Nikon D90 / FL2,nan,nan,nan,
train_002149,train,Nikon D80 / A,nan,nan,nan,
train_002150,train,SONY NEX-5N / A,nan,nan,nan,
train_002151,train,Nikon D300s / A,nan,nan,nan,
train_002152,train,Hasselblad H2 / FL2,nan,nan,nan,
train_002153,train,Pentax K-5 / FL2,nan,nan,nan,
train_002154,train,Nikon D90 / D65,nan,nan,nan,
train_002155,train,Nikon D300s / FL2,nan,nan,nan,
train_002156,train,Nokia N900 / A,nan,nan,nan,
train_002157,train,Canon 5DMarkII / D65,nan,nan,nan,
train_002158,train,SONY NEX-5N / D65,nan,nan,nan,
train_002159,train,SONY NEX-5N / FL2,nan,nan,nan,
train_002160,train,Canon 60D / FL2,nan,nan,nan,
train_002161,train,Canon 40D / D65,nan,nan,nan,
train_002162,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_002163,train,Canon 50D / A,nan,nan,nan,
train_002164,train,Nikon D3 / FL2,nan,nan,nan,
train_002165,train,Nikon D200 / D65,nan,nan,nan,
train_002166,train,Canon 500D / A,nan,nan,nan,
train_002167,train,Phase One / FL2,nan,nan,nan,
train_002168,train,Nikon D90 / A,nan,nan,nan,
train_002169,train,Nikon D3 / D65,nan,nan,nan,
train_002170,train,Canon 50D / D65,nan,nan,nan,
train_002171,train,Canon 300D / D65,nan,nan,nan,
train_002172,train,Pentax K-5 / D65,nan,nan,nan,
train_002173,train,Canon 20D / FL2,nan,nan,nan,
train_002174,train,Nokia N900 / FL2,nan,nan,nan,
train_002175,train,Canon 300D / A,nan,nan,nan,
train_002176,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_002177,train,Pentax Q / D65,nan,nan,nan,
train_002178,train,Nikon D5100 / D65,nan,nan,nan,
train_002179,train,Nikon D40 / FL2,nan,nan,nan,
train_002180,train,Pentax Q / A,nan,nan,nan,
train_002181,train,Nikon D50 / FL2,nan,nan,nan,
train_002182,train,Nikon D3X / A,nan,nan,nan,
train_002183,train,Nikon D5100 / FL2,nan,nan,nan,
train_002184,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_002185,train,Hasselblad H2 / D65,nan,nan,nan,
train_002186,train,Nikon D50 / D65,nan,nan,nan,
train_002187,train,Nikon D40 / D65,nan,nan,nan,
train_002188,train,Canon 5DMarkII / A,nan,nan,nan,
train_002189,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_002190,train,Nikon D200 / A,nan,nan,nan,
train_002191,train,Phase One / A,nan,nan,nan,
train_002192,train,Nikon D300s / D65,nan,nan,nan,
train_002193,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_002194,train,Pentax K-5 / A,nan,nan,nan,
train_002195,train,Nikon D5100 / A,nan,nan,nan,
train_002196,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_002197,train,Canon 50D / FL2,nan,nan,nan,
train_002198,train,Phase One / D65,nan,nan,nan,
train_002199,train,Nikon D3X / D65,nan,nan,nan,
train_002200,train,Nikon D50 / A,nan,nan,nan,
train_002201,train,Canon 500D / FL2,nan,nan,nan,
train_002202,train,Canon 500D / D65,nan,nan,nan,
train_002203,train,Nikon D80 / D65,nan,nan,nan,
train_002204,train,Canon 40D / FL2,nan,nan,nan,
train_002205,train,Canon 60D / D65,nan,nan,nan,
train_002206,train,Nikon D80 / FL2,nan,nan,nan,
train_002207,train,Canon 20D / D65,nan,nan,nan,
train_002208,train,Nikon D3X / FL2,nan,nan,nan,
train_002209,train,Hasselblad H2 / A,nan,nan,nan,
train_002210,train,Canon 60D / A,nan,nan,nan,
train_002211,train,Canon 300D / FL2,nan,nan,nan,
train_002212,train,Pentax Q / FL2,nan,nan,nan,
train_002213,train,Nikon D40 / A,nan,nan,nan,
train_002214,train,Canon 20D / A,nan,nan,nan,
train_002215,train,Canon 1DMarkIII / A,nan,nan,nan,
train_002216,train,Nikon D200 / FL2,nan,nan,nan,
train_002217,train,Canon 40D / A,nan,nan,nan,
train_002218,train,Nikon D3 / A,nan,nan,nan,
train_002219,train,Nokia N900 / D65,nan,nan,nan,
train_002220,train,Nikon D90 / FL2,nan,nan,nan,
train_002221,train,Nikon D80 / A,nan,nan,nan,
train_002222,train,SONY NEX-5N / A,nan,nan,nan,
train_002223,train,Nikon D300s / A,nan,nan,nan,
train_002224,train,Hasselblad H2 / FL2,nan,nan,nan,
train_002225,train,Pentax K-5 / FL2,nan,nan,nan,
train_002226,train,Nikon D90 / D65,nan,nan,nan,
train_002227,train,Nikon D300s / FL2,nan,nan,nan,
train_002228,train,Nokia N900 / A,nan,nan,nan,
train_002229,train,Canon 5DMarkII / D65,nan,nan,nan,
train_002230,train,SONY NEX-5N / D65,nan,nan,nan,
train_002231,train,SONY NEX-5N / FL2,nan,nan,nan,
train_002232,train,Canon 60D / FL2,nan,nan,nan,
train_002233,train,Canon 40D / D65,nan,nan,nan,
train_002234,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_002235,train,Canon 50D / A,nan,nan,nan,
train_002236,train,Nikon D3 / FL2,nan,nan,nan,
train_002237,train,Nikon D200 / D65,nan,nan,nan,
train_002238,train,Canon 500D / A,nan,nan,nan,
train_002239,train,Phase One / FL2,nan,nan,nan,
train_002240,train,Nikon D90 / A,nan,nan,nan,
train_002241,train,Nikon D3 / D65,nan,nan,nan,
train_002242,train,Canon 50D / D65,nan,nan,nan,
train_002243,train,Canon 300D / D65,nan,nan,nan,
train_002244,train,Pentax K-5 / D65,nan,nan,nan,
train_002245,train,Canon 20D / FL2,nan,nan,nan,
train_002246,train,Nokia N900 / FL2,nan,nan,nan,
train_002247,train,Canon 300D / A,nan,nan,nan,
train_002248,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_002249,train,Pentax Q / D65,nan,nan,nan,
train_002250,train,Nikon D5100 / D65,nan,nan,nan,
train_002251,train,Nikon D40 / FL2,nan,nan,nan,
train_002252,train,Pentax Q / A,nan,nan,nan,
train_002253,train,Nikon D50 / FL2,nan,nan,nan,
train_002254,train,Nikon D3X / A,nan,nan,nan,
train_002255,train,Nikon D5100 / FL2,nan,nan,nan,
train_002256,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_002257,train,Hasselblad H2 / D65,nan,nan,nan,
train_002258,train,Nikon D50 / D65,nan,nan,nan,
train_002259,train,Nikon D40 / D65,nan,nan,nan,
train_002260,train,Canon 5DMarkII / A,nan,nan,nan,
train_002261,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_002262,train,Nikon D200 / A,nan,nan,nan,
train_002263,train,Phase One / A,nan,nan,nan,
train_002264,train,Nikon D300s / D65,nan,nan,nan,
train_002265,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_002266,train,Pentax K-5 / A,nan,nan,nan,
train_002267,train,Nikon D5100 / A,nan,nan,nan,
train_002268,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_002269,train,Canon 50D / FL2,nan,nan,nan,
train_002270,train,Phase One / D65,nan,nan,nan,
train_002271,train,Nikon D3X / D65,nan,nan,nan,
train_002272,train,Nikon D50 / A,nan,nan,nan,
train_002273,train,Canon 500D / FL2,nan,nan,nan,
train_002274,train,Canon 500D / D65,nan,nan,nan,
train_002275,train,Nikon D80 / D65,nan,nan,nan,
train_002276,train,Canon 40D / FL2,nan,nan,nan,
train_002277,train,Canon 60D / D65,nan,nan,nan,
train_002278,train,Nikon D80 / FL2,nan,nan,nan,
train_002279,train,Canon 20D / D65,nan,nan,nan,
train_002280,train,Nikon D3X / FL2,nan,nan,nan,
train_002281,train,Hasselblad H2 / A,nan,nan,nan,
train_002282,train,Canon 60D / A,nan,nan,nan,
train_002283,train,Canon 300D / FL2,nan,nan,nan,
train_002284,train,Pentax Q / FL2,nan,nan,nan,
train_002285,train,Nikon D40 / A,nan,nan,nan,
train_002286,train,Canon 20D / A,nan,nan,nan,
train_002287,train,Canon 1DMarkIII / A,nan,nan,nan,
train_002288,train,Nikon D200 / FL2,nan,nan,nan,
train_002289,train,Canon 40D / A,nan,nan,nan,
train_002290,train,Nikon D3 / A,nan,nan,nan,
train_002291,train,Nokia N900 / D65,nan,nan,nan,
train_002292,train,Nikon D90 / FL2,nan,nan,nan,
train_002293,train,Nikon D80 / A,nan,nan,nan,
train_002294,train,SONY NEX-5N / A,nan,nan,nan,
train_002295,train,Nikon D300s / A,nan,nan,nan,
train_002296,train,Hasselblad H2 / FL2,nan,nan,nan,
train_002297,train,Pentax K-5 / FL2,nan,nan,nan,
train_002298,train,Nikon D90 / D65,nan,nan,nan,
train_002299,train,Nikon D300s / FL2,nan,nan,nan,
train_002300,train,Nokia N900 / A,nan,nan,nan,
train_002301,train,Canon 5DMarkII / D65,nan,nan,nan,
train_002302,train,SONY NEX-5N / D65,nan,nan,nan,
train_002303,train,SONY NEX-5N / FL2,nan,nan,nan,
train_002304,train,Canon 60D / FL2,nan,nan,nan,
train_002305,train,Canon 40D / D65,nan,nan,nan,
train_002306,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_002307,train,Canon 50D / A,nan,nan,nan,
train_002308,train,Nikon D3 / FL2,nan,nan,nan,
train_002309,train,Nikon D200 / D65,nan,nan,nan,
